Index,Text,Category
999,royal couple watch nation mood  prince charles camilla parker bowles await nation reaction announce married 8 april  mr parker bowles take title hrh duchess cornwall civil ceremony held windsor castle daily telegraph poll 1313 people suggests twothirds briton support couple decision marry 40 think mr parker bowles become princess consort plan charles becomes king 47 believe title 7 think become queen  poll also found majority briton would prefer monarchy miss generation queen hand throne grandson prince william 22 death abdication thursday night prince charles 56 mr parker bowles 57 host dinner windsor castle first public appearance since announce engagement mr parker bowles say prince go one knee propose add im come earth displayed diamond engagement ring  royal family heirloom  reporter charles say wifetobe absolutely delighted marriage end year speculation relationship date back 1970  queen duke edinburgh say news make happy prince william harry say happy wish couple luck future wedding civil ceremony follow service prayer dedication st george chapel archbishop canterbury dr rowan williams preside  marriage likely sensitive issue mr parker bowles divorce former husband still alive become king charles would supreme governor church england anglican remain oppose remarriage divorcee divorce diana disappointment country felt diana treat open sense disillusionment prince charles say ro coward write authorise biography diana princess wale archbishop canterbury say pleased prince charles mr camilla parker bowles decide take important step tony blair say delighted couple offer congratulation conservative leader michael howard liberal democrat leader charles kennedy australia prime minister john howard also offer congratulation add decision marry sensible good thing mr parker bowles join prince numerous engagement recent year  mostly even event prince trust clarence house staff pain point attend event private capacity ,politics
1200,labour battle plan hide blair  tory accuse tony blair terrify scrutiny labour unveiled detail fight next general election  break tradition party ditch leader battle bus daily press briefing westminster instead blair travel key city marginal seat deliver party message labour election chief alan milburn deny party try hide prime minister  promise positive upbeat election campaign labour ever run tory cochairman liam fox say labour plan show blair terrify face proper scrutiny  time british people look accountability openness government turn back abandon plan tour country scar face journalist press conference  rather beg question get hide general election widely expect next may party step campaign preparation milburn say economy would take centre stage labour campaign would watershed election last stand thatcherite milburn say labour slogan would britain work  dont let tory wreck  tone campaign say milburn would conversational rhetorical spontaneous less script less national local less base issue concentrate people approach particularly design appeal woman voter say milburn brush aside question chancellor present cabinet meeting discus election strategy particularly since importance give economy im privy everybodys diary say brown head labour preparation previous poll milburn take role time break past labour hold daily news conference london battle bus style campaign either say  previous election party leader battle bus transport national newspaper television radio reporter stag campaign event around country milburn say labour medium effort time would focus local newspaper broadcaster every local radio station give chance interview prime minister milburn say would also great effort set facetoface meeting minister electorate former down street medium chief alastair campbell also return advise labour medium strategy campaign  milburn say decision take yet whether david blunkett would prominent role election liberal democrat chief executive lord rennard suggest labour avoid news conference london want less scrutiny record proposal tony blair seem disappear labour leaflet broadcast say contrast charles kennedy feature prominently liberal democrat campaign right across country ,politics
1231,labour core support take stock  tony blair told labour supporter he back still hungry job prime minister  sum mood party spring conference gateshead  electorate keener government labour party member dry assessment graham lane leader labour group newham council problem accord lane continue division iraq foundation hospital tuition fee even voter apathy blair new slogan vote blair get brown thats tell people doorstep dont worry go soon friend saxon spence leader devon county labour group lay blame lack campaign zeal one issue others cannot underestimate impact war iraq lose people local party key role  two friend fire gordon brown speech saturday appeal core labour value social justice health education  real passion think felt little jade remind u join party first place say mr spence hadnt walk stage would still clap add lane every brownite spring conference equally ardent fan blair stephen douglas 26 wale say pm speech sunday think bit turn point give roast issue guy still  tony martin burnley say first leader u two term bloke deliver u malcolm shipley shipley say come round right approach katrina bull prospective parliamentary candidate say blair show could rouse party grassroots think every voter able spend time room tony way today problem turnout emerge qa session blair  tieless supremely ease  answer question pose via party website  party councillor nottingham agree nothing wrong blair leadership  adamant campaign strength party city strong ever iraq insist would factor voter big problem get moment keep get poll say go run away election might sound great create sense complacency among voter think great problem iraq say nottingham city councillor brian parbutt even blair vocal critic seem agree one thing  master sort glossy highprofile campaign become labour hallmark epitomise friday whistlestop tour marginal seat group shop steward swan hunter shipyard say face redundancy could barely suppress anger blair failure saw shake tory leaning stand manufacturing north east  also scathing allege benefit showpiece project conference venue sage centre herald john prescott others weekend symbol labour success urban regeneration  good sage baltic havent get money entrance fee say terry telford ask blair bravura performance friday men agree brilliant would doorstep push labour message come election time fire election whats point complacency far see labour party fire election say richie porterhouse telford agree add become increasingly difficult think answer people ask labour do north east door slam face say  every activist spoke say proud believe labour achieve local community  new hospital school well life chance young people problem face say convert local feelgood factor vote could least rely one secret weapon one activist put  tory leader michael howard ,politics
1136,council prepare set tax rise  council tax scotland set rise average 4 come year bbc scotland learn  authority decide final figure thursday project increase twice rate inflation currently 16 finance minister urge council limit increase warn struggle maintain service unless funding increase say much additional government money new initiative scottish finance minister tom mccabe msp say last week parliament announce additional 419m core expenditure local government scotland thats 55 increase sits inflation rate 16 think quite rightly say council year would least ask exercise restraint mccabe also look local authority become efficient save money come year told bbc radio scotland sunday live programme scotland 32 council individual collection system council tax payroll system human resource system  think opportunity rationalisation use money save reinvest frontline service council umbrella organisation cosla provide bbc scotland indicative figure next year warn council would face continuous struggle maintain service mccabe promise 81bn next year however increase target new initiative council experience difficulty maintain core service cosla spokesman say cosla say willing work executive find efficiency saving enough maintain service say funding plan next three year see council lose share public spending conservative accuse scottish executive use council tax raise fund afraid raise income tax  tory finance spokesman brian monteith msp say form disguise yet see council tax use way passing cost scar actually use three penny income tax could put weve see year burden put onto local authority council tax payer pick bill also warning unless funding council increase next year service may reduce linda knox director scottish local authority management centre strathclyde university say current settlement increase slow time burden council great settlement figure dont include pay increase executive also require substantial figure  area 325m  efficiency saving across settlement period education protect cut linda knox say mean service suffer say practice mean 45 cut service face settlement look like increase 97 time take account factor probably 1 real term ,politics
1012,boothroyd call lord speaker  betty boothroyd say house lord need speaker peer lead way reform upper chamber  baroness boothroyd first woman common speaker say believe tony blair initiate reform without clear outcome mind take care make best told bbcs breakfast frost 1999 labour remove 92 lord 750 hereditary peer bill first stage reform institution lord chancellor hint reform could unveiled next labour manifesto  think need look carefully relationship lord common lord falconer told bbc1s breakfast frost interacts common important issue need address issue manifesto wait manifesto come lord chancellor currently role house lord speaker also head judiciary member cabinet constitutional affair secretary  lady boothroyd say believe unacceptable lord chancellor role speaker would really like see speaker house lord say dont go idea somebody  lord chancellor  head judiciary senior cabinet minister speaker lord want somebody go look house job ,politics
1287,uk apology colonial past  day britain apologise colonial past gordon brown say  chancellor speak weeklong tour africa say time talk endure british value liberty tolerance brown sign debt relief deal tanzania could cost uk 1 billion south african president thabo mbeki attack british imperialist say treat african like savage brown say missionairies come africa sense duty add history internationalism enterprise give britain great global reach country bbc political correspondent mark mardell say britishness long theme chancellor never outspoken defend britain past history  uk pledge pay 10 develop world foreign debt bill attempt fight poverty top relief deal tanzania brown say uk would make similar offer 70 poorer nation around world plan  could cost uk 1bn  country must spend cash save health education welfare make offer unilaterally ask country join u chancellor say brown weeklong tour africa spent two day tanzania head friday even mozambique country half 17million population life poverty line  expect strike similar debt relief pact chancellor say hop g8 european country would follow suit uk already cancel bilateral debt  money uk alone owe  world poorest nation include tanzania former international development secretary clare short question effectiveness debt relief mean tackle poverty ,politics
1016,nh wait time target cut  hospital wait time patient wale cut extent england  welsh health minister jane hutt say patient would wait 12 month outpatient appointment march 2006 current target 18 month say target inpatient appointment would remain 12 month march 2006 announcement come new monthly wait figure show drop current inpatient target set assembly government extend second offer guarantee scheme give patient option treatment outside wale  detail funding resource new target expect new year england current target inpatient  see consultant operation  six month dr richard lewis welsh secretary british medical association bma welcome new target make faster progress wait list however much remains do wait list wait time wale still lag long way behind england say capacity must built system sustain investment ensure welsh patient dont receive bad service patient border health analyst tony beddow welsh institute health social care call new target reasonably impressive  wednesday m hutt also announce 264m health service spent reduce wait time improve key area modernise staff pay structure wale  m hutt say major achievement make cut unacceptably long wait treatment past year turn corner long wait wale need see reduction long waiter improve say add target intend ensure noone wait year treatment see consultant let u forget two third wait treatment wait less six month target affect small minority patient wale wait far long rhodri glyn thomas plaid cymru health spokesman say exactly target set 1999 qualification dependent second offer fail target fail ministerwith fail policy welsh liberal democrat kirsty williams call new target hugely unambitious leaf patient wale still wait two year theyre treat conservative health spokesman jonathan morgan say spending money wait list go roof audit commission say money spent efficiently effectively thats quite criticism meanwhile late monthly wait list figure show total number people wait 18 month inpatient wale fall 98 statistic end november show decline since october 785 708 number wait 12 month also fell 7613 6630 129 m hutt say excellent figure 305775 people wait list kind 311764 last month ,politics
1082,jowell confirms casino climbdown  tessa jowell announce plan limit number new casino uk 24 move brand humiliate retreat tory  put end plan 40 super casino originally outline government gamble bill instead cap eight new casino size category  small medium large culture secretary say move show listen critic fear explosion gamble  conservative shadow culture secretary john whittingdale say way government handle bill shamble announcement humiliate retreat government instead initial intention gamble bill liberalise rule govern gamble bill imposes restrictive regime exists present share british casino operator london club international rank group stanley leisure hop bill would pave way big expansion small casino fell 10 25 follow announcement m jowells deputy richard caborn say government adopt cautious approach issue respond concern raise limit number regional casino eight first phase cautious move allow u test impact new kind casino level problem gamble say also believe right apply level caution small large casino  add local authority would still able stop new casino come area church group welcome limit number casino salvation army spokesman jonathan lomax say proliferation casino high street across country real concern three year trial period think last least five year enable research potentially severe social consequence increase hard addictive form gamble british british casino association chairman penny cobham say member outrage decision follow campaign daily mail newspaper never go massive explosion casino talk casino every high street scar tactic ,politics
1008,mp shock long lose daughter  labour mp stephen pound told shock joy learn father daughter control wild 1960s  lucy 36 tracked pound birth mother told know precious school despite told nutter die sea found reference pound friend reunite lucy mother kept pregnancy secret adopt four week pound found last year happen lucy write parliamentary office say believe father  pound married two teenage child say nutter sailor wasnt dead say first reaction wonder victim setup realise date fit pretty horrible thing pretty happy end felt guilt marrow bone say ealing north mp dont blame lucy mother pretty much control 18 conceive different time  pretty wild  pound say rang lucy soon get letter met contact ever since describe first meeting london king cross station say earth go foot  walk across euston road take arm take across immediate connection finish sentence lucy adopt family essex want remain anonymous sake adoptive father child pound say wife maggie fully supportive two child emily 16 pelham 14 pleased old sister ,politics
1114,jamieson issue warn bigot  scotland justice minister warn bigoted soccer fan want hit hurt ban match  cathy jamieson say exclusion order one series measure consider scottish executive campaign sectarianism praise celtic ranger work tackle problem however minister say stop sectarian abuse associate old firm match key objective m jamieson speak ahead third round scottish cup clash glasgow club parkhead sunday sectarianism long associate section support club become significant target executive last week m jamieson first minister jack mcconnell met supporter representative club discus issue  plan hold antisectarian summit next month official club church leader senior police officer local authority chief among invite speak bbc radio scotland sunday live programme m jamieson described friday meeting productive say put squeeze bigot would key aim m jamieson stress sectarianism confine football act trigger tension violence club take action past ban troublesome fan supporter group express desire ensure game longer taint problem  m jamieson say executive role tackle soccer troublemaker say cant get away fact instance religious hatred people try associate football boil violence kind thing want stop thats kind thing supporter group clear dont want part either work u try deal  m jamieson praise police action say police want identify whether particular individual go top incite hatred violence  crack effectively course already indicate consider introduction ban order give additional power people go top make inappropriate behaviour football match able stop attend game thats kind thing hit kind people hurt allow attend game say praise celtic ranger effort say dont think doubt see positive move club ranger celtic football club involve work executive produce example educational pack young people ,politics
1032,defiant hunt put ban test  thousand hunt supporter first day hunt england wale ban hunt dog come force  countryside alliance call hunt supporter meet normal vowed stay within law although hunt dog criminal offence exercise hound chase scent trail flush fox shot still legal one antihunt protester take hospital violent clash kent  man suffer facial injury incident involve group men end east kent hunt near ashford wiltshire police arrest four men new law suspect hunt dog group south wale ireland release bail police say may face prosecution new poach law  believe 270 hunt go saturday one day ban come  greet big crowd many area country actor jeremy iron former minister kate hoey among supporter antihunt group  league cruel sport  deployed 100 monitor hunt check illegal activity  mike hobday league say video evidence law broken pass onto police evidence suggests hunt operate within law many meeting promptly go home others peacefully exercise hound drag hunt however receive report believe clearly illegal activity number hunt across britain bbc correspondent simon hall postbridge dartmoor west country say 2000 people turn welcome hunt  bbcs sarah mukherjee beaufort hunt badminton gloucestershire say several hundred people gather foot see hunt 150 horseback tom heap bbc rural affair correspondent say appear hunstman stick new rule big turnout support hunt saturday say remains see level backing maintain  rid hunt former minister kate hoey told crowd prevail law overturn judith moritz melton mowbray say antihunt activist monitor four hunt operating part leicestershire outnumber large crowd follower countryside alliance say meet would show new law impossibly difficult determine open different interpretation  chief executive simon hart say hunt england 700 year ban may take two three year perhaps two three month unpick nothing temporary break normal service broadcaster say conservative family spokeswoman theresa may say party government would make sure law repeal suffolk chief constable alastair mcwhirter association chief police officer spokesman rural police told bbc law would enforce although police would break hunt attorney general lord goldsmith far issue instruction police deal hunter violate law say would consult director public prosecution police near future decide measure take hunt prosecution ,politics
1302,boateng step election  paul boateng chief secretary treasury step labour mp forthcoming general election  boateng 53 become uk high commissioner south africa uk first black cabinet minister appoint post 2002 promote home office prison minister boateng serve great london council elect parliament 1987 declare today brent south tomorrow soweto succeed previous high commissioner ann grant shortly next election widely expect held 5 may appointment dependent labour reelection  prime minister tony blair say paul value colleague trust friend many year make immense contribution public life britain delighted agree continue service people britain act representative south africa chancellor gordon brown say past eight year paul contribution treasury government exceptional  privilege work closely closely treasury congratulate paul new appointment displayed huge dedication cause african development many year fitting year challenge opportunity african continent paul give pivotal role fight poverty injustice look forward continue work paul vital agenda  boateng say honour ask take role especially come integral time relationship south africa african continent shall many new challenge opportunity ahead look forward embrace great anticipation ask appoint result fair open competition reply appoint result process thats use labour conservative government appoint people party relevant experience boateng also laugh suggestion reelection brent south seat danger say one safest labour seat country shadow foreign secretary michael ancram say government would refuse approve either boatengs appointment excabinet minister helen liddell high commissioner australia blair appointment paul boateng late example worry trend fail tonys crony appoint senior diplomatic post say ,politics
1022,brown outline presidency goal  next year make break development poorer country gordon brown say set uk goal eu g8 presidency  chancellor due outline series key target government judged 2005 include double aid donor country eliminate debt owe poorest nation brown also want g8 nation match target overseas aid  spending 07 national income  also want richer country help development vaccine aid malaria chancellor travel america next week part persuasion drive issue told bbc radio 4 today programme need resource allied progress trade progress debt relief go make impact problem ill health illiteracy poverty particularly africa right develop country  proposal effectively new marshall plan world include international finance facility would issue bond attempt double global aid cash moneysbn year agreement doha development talk could also give develop nation trading ability need argue european union common agricultural policy cause aggravate trade problem say agreement end export subsidy  brown say much achieve issue debt relief last seven year 30000 child die unnecessarily every day need include 100 debt relief multilaterally next year test say five year make promise world prepared honour people justified say promise produce result catholic aid agency cafod host brown speech wednesday  cafod want britain use influence pressure country like u make firm commitment tackle global poverty brown say america need take action defend president george bush guarantee resource country introduce reform tackle corruption oxfams pay price report week say 45 million child die needlessly 2015 aid budget half 1960 level charity director barbara stock say 2005 offer chance historic breakthrough unless world leader act year end shameful failure report say g8 top industrialise nation agree 1970 spend 07 income aid  34 year later none organisation member reach target many yet set timetable blair described africa scar world conscience already say tackle world poverty would one g8 priority along climate change aid epidemic band aid founder bob geldof july say sick hearing guff scar world pathetic britain 4th richest country world 11th generous aid donor add conservative shadow international development secretary alan duncan accuse brown miss target provide antiretroviral drug treatment three million african 2005 instead 500000 people would benefit say there point demand praise adulation set whole new raft target woefully fail meet one already add duncan ,politics
1117,voter reject eu two one  british voter would reject european constitution two one accord poll pose question government put country  daily telegraph poll suggests 45 people would vote constitution 24 favour however yougov poll question 1943 british adult online found 25 know would vote force decide tomorrow 51 poll make mind constitution another 7 say would vote poll believe first pose question government chosen upcoming referendum expect 2006 constitution incorporate uk law yes vote  ballot paper poll ask united kingdom approve treaty establish constitution european union government unveiled question ask earlier week  treaty sign 25 current eu member rome last october due come force november 2006 provide ratify member state  several hold referendum critic say constitution step towards federal europe advocate say ensures effective operation enlarge 25state eu reject treaty britain isolated weak europe say foreign secretary jack straw question unveiled straw along rest cabinet back yes vote meanwhile conservative shadow foreign secretary michael ancram say referendum question seem straightforward accuse government try confuse issue put eu referendum question bill ratification constitution treat two separate issue ,politics
1203,tory stalk horse meyer dy  sir anthony meyer tory backbencher challenged margaret thatcher party leadership 1989 die  84 suffer cancer many month die london home fail stalk horse leadership challenge make easy michael heseltine mount bid turn pave way john major move 10 down street second ballot meyers constituency party clwyd north west represent mp 20 year deselected result challenge sir anthony john charles meyer born 27 october 1920 educate eton new college oxford serve scot guard 1941 1945 wound tank normandy work edward heath europe foreign office subsequently eton slough seat tory 1964  11 vote labour regain seat two year later meyer wait 1970 could reenter parliament prospect front bench slot remain remote tend defy party line ,politics
1181,ukip candidate suspend probe  eurosceptic party ukip suspend candidate allegedly suggest criminally insane kill  john houston 54 due stand east kilbride seat lanarkshire next election suspend report view include return british empire sent two scottish newspaper ukip spokesman mark croucher say select houston knew nothing view episode come difficult time ukip soon highprofile departure mep robert kilroysilk houston allege say organ criminally insane make available lawabiding member community propose legalisation drug sex trade document reportedly say look resurrection british empire problem human race  environmental others  dealt global scale call radical alliance englishspeaking nation uniquely able croucher say main issue would houston report view present ukip policy say might submission committee work party manifesto would match houston stand become candidate told bbc news appear say thing suspend member candidate account none mention selection meeting simply distraction task hand eu constitution individual idiocy houston quote herald newspaper say feel ukip overreact overshot runway  peter nielson ukip scotland chairman say suspend houston friday night remain suspend matter investigate decide action take say evidence would look houston may interviewed party add cant comment much moment one version havent see paper yet ,politics
1029,ban hunt come force  fox hunt dog illegal england wale ban activity come force overnight  law face stiff test weekend countryside alliance say many hunt force chief police officer spokesman nigel yeo say expect people would obey law  drag hunt chase fox shoot say police would challenge one two isolated hunt threaten break law  simon hart countryside alliance question police ensure violation definition legal illegal hunt blur police ask make impossible judgement hunt rat mouse rabbit hare artificial scent real one say  attorney general lord goldsmith far issue instruction police deal hunter violate law say consult director public prosecution police near future decide measure take regard hunt prosecution reject blanket policy enforce ban house lord consider legality john cooper barrister chairman league cruel sport say antihunting lobby expect authority prosecute wherever clear evidence illegal hunt practice say police acknowledge duty investigate allegation hunt offence  beaufort hunt one pack thursday promise hunt weekend new law hunter number legal option available  well able mount hunt artificial scent still legal hunt flush fox long shoot quarry rather set hound go away keep hound go keep community go end come back hunt hunt legal hunt master captain ian farquhar say tony bank labour mp west ham say issue would soon disappear people year time wonder say government prevaricate since 1997 introduce ban hunt dog would pass history like former country pursuit otter hunt badger baiting let election decide conservative make clear get elect government restore hunt say ,politics
929,tory attack burglar uturns  tory leader michael howard accuse tony blair perform uturns rule use force burglar  government rule amend present law allows reasonable force self defence howard brand decision unacceptable say householder frighten burglar home secretary charles clarke say minister kept pledge review law  metropolitan police commissioner sir john stevens last month back tory attempt change law householder use grossly disproportionate force could prosecute pressure prompt prime minister say police crown prosecution service would consult part review law told mp get right response people course support change law instead government decide change need publicity campaign people clear entitle defend thursday howard told bbc radio 4 today programme blair initially refuse law change come round idea backtracking say weve three policy position three month two uturns surprising gordon brown told there nothing could say could ever believe  howard say grossly disproportionate test match hurdle minister introduce civil case burglar claimed compensation householder issue enter public spotlight norfolk farmer tony martin jail shoot dead 16yearold burglar 1999 ran away farm home secretary say howard wrong say law bias favour burglar barrister represent martin say rule weight overwhelmingly favour householder say clarke say problem enough understand  point sir john stevens make prime minister make new guidance would help ensure clarity issue add clarke director public prosecution ken macdonald say 11 householder occupier business premise prosecute last 15 year case include warehouse manager wait burglar tie beat set alight say tory mp patrick mercer private member bill change law receive first reading parliament wednesday go full debate next month ,politics
1291,labour face cold call inquiry  labour investigate watchdog claim election campaign broken rule cold call householder  information commissioner look complaint lib dems labour us call centre lib dems say labour telephone people sign make sure get marketing call labour denies break rule say call marketing ask people voting intention party say would expect watchdog take complaint seriously clear legal advice issue  telephone call centre expect use never three major party runup general election seven million telephone number telephone preference service tps list ban unsolicited sale marketing call lib dem chairman matthew taylor write watchdog accuse labour flagrant systematic breach law govern tps  say initial call may marketing identifies voter party send promotional material future letter commissioner quote labour party handbook identify target voter quote stevenage labour party member newsletter explain voter telephone voting intention  voter put 24 category accord last know voting intention range labour firm target conservative  support party past time voting tory newsletter say use information know people send direct mailing example could send target conservative people letter someone defect tory labour explain reason voting tory bad idea could send labour weak people letter encourage sign postal vote  taylor tell commissioner clear beyond peradventure labour party engage largescale voter id project subsequent promotional purpose target segment mailing insofar project direct tps subscriber equally clear unlawful lib dems raise worry labour conservative call february 680 people sign website set help people complain party official say scatter evidence tory break rule people complain every day labour  spokeswoman information commissioner office say examine one complaint political call  understood taylor investigate one complaint evidence give u say obviously evidence need u start investigation commissioner office examine lib dem evidence guidance cold call make long marketing go say spokeswoman labour judged broken rule ask stop immediately fails two three warn letter commissioner issue enforcement notice spell party need stop  party could appeal decision information tribunal appeal fails continue break rule could fin 5000 labour say avoids tps list telephone people membership fundraise make voter identification call ask commissioner inquiry labour spokesman told bbc news expect information commissioner take complaint seriously however absolutely clear havent broken rule information commissioner say people marketing something ask way go vote breach law always ask everyone phone whether would happy contact labour party ,politics
1058,kinnock urge reform lord  neil kinnock say acceptance seat house lord allow help achieve progress substantial democratic reform  bbcs breakfast frost put kinnock refer lord member brigand mugger briber gangster outgo european commissioner say comment  make 26 year ago  need put context say advocate reform need inside lord vote point additional democratic reform go take place go require advocate lord people willing vote  kinnock add second factor behind acceptance peerage appointment chairman british council history demonstrates immensely useful british council chairman house lord conclusive factor kinnock say thought decision quite long time long reservation lord add process reform developed substantially sufficiently consequently take factor consideration decision make glibly former labour leader say would probably take title lord kinnock bedwellty  first constituency select 1969 ,politics
930,leader meet turkish eu bid  tony blair met italian prime minister silvio berlusconi german chancellor gerhard schroeder talk turkey enter eu  down street talk cover range topic ahead eu summit brussels later week blair enthusiastic proponent talk bring turkey within recentlyexpanded eu italy germany also favour early start talk scepticism france elsewhere worried turkey large rapidly grow population low average income might make integration eu difficult  concerned change government could lead turkey renege key human right reform recently enact many france would prefer turkey admit world war iera kill armenian constitute genocide also issue france netherlands possible problem integrate first major muslim nation eu blair labour government staunchest backer turkish accession provide stick human right economic reform blair official spokesman say prime minister regular meeting particularly advance european council key issue week council turkey also discus range matter ,politics
1112,school take part mock poll  record number school across uk take part mock general election back government  600 school already sign vote mock election 2005 run hansard society aim boost interest politics pupil school take part learn skill speech writer canvasser political candidate school minister stephen twigg say engage young people interest essential future democracy  add say young people engage motivate political process essential future health democracy mock election initiative provide opportunity pupil develop understand democratic process work matter experience election process first hand  run campaign declaration final result  hope young people develop enthusiasm take part future hansard society electoral commission department education skill run programme pupil stand party candidate speech writer canvasser michael raftery project manager hansard society say vote mock election school mirror excitement buzz real election raise awareness citizenship benefit active democracy mock vote take place around 5 may widely expect date general election information pack include ballot paper manifesto guide election happen early may sent 3000 school invite take part ,politics
993,minister deny care sum wrong  minister insist commit free personal care elderly despite research suggest cost policy underestimated  report fraser allander institute say decision push ahead flagship policy base flaw research deputy health minister rhona brankin pledge study research snp holyrood leader nicola sturgeon say public need reassurance care programme secure  rise cost stem series mistake research use care development group scottish executive expert prepared original costing accord finding publish quarterly economic commentary strathclyde university fraser allander institute dubious assumption improve health expectancy could drive cost policy another 130m 2022 report warn  carry husband wife economist team jim margaret cuthbert m brankin told bbc radio scotland dont think get sum wrong obviously examine finding new report along figure research already commission look great detail contribution need sure provide free personal care nursing care old people future absolutely commit  scottish national party call minister reassure people enough funding place support free personal care policy m sturgeon say reason doubt executive support policy question need answer necessary sum redone say serious concern raise question need answer scottish executive need know money year next year future old people look forward old age rest assure personal care need met ,politics
981,howard back stem cell research  michael howard back stem cell research say important people frighten future  controversial issue feature recent u presidential election george bush oppose extend tory leader argue moral case embrace science could help victim alzheimers parkinson motor neurone disease believe duty offer hope million people suffer devastate illness say use embryonic stem cell uk already allow stem cell master cell ability develop body tissue type scientist hope grow cell laboratory programme form specific tissue kidney heart even brain tissue  howard acknowledge genuine concern stem cell research argue mustnt frighten change nostalgic past  must optimistic future politician must create right framework great potential science harness benefit mankind life expectancy average briton around mid70s society responsibility enhance quality people life grow old know many people concerned stemcell research fearful meddling see stuff soul respect concern also believe duty offer hope million people suffer devastate illness like parkinson multiple sclerosis motor neurone disease alzheimers  saw paper today  possibly heart problem  howard acknowledge easy answer issue necessary courage know morally right add course stem cell still recent discovery research need do must look potential responsible grownup way hope million people rest could achieve former superman actor late christopher reeve advocate research paralyse horse rid accident howard make remark speech westminster conservative national woman committee ambition value ,politics
957,muslim discus election concern  issue muslim consider voting next general election debate uk community representative  event held muslim association britain mab believe muslim voter could influence result 50 constituency last year mab oppose war iraq urge muslim vote labour european election spokesman stress meeting necessarily antilabour meeting antiparty particular antipolicy issue go ask muslim vote mab spokesman dr azzam tamimi say tuesday event  issue concern muslim muslim generally agree past aware vote serve issue dr tamimi say main issue muslim consider refer war iraq palestinian situation erosion civil liberty muslim uk economic social education problem  approximately 11m uk 16m muslim voting age previous election research show overwhelm majority traditionally vote labour recent study suggest labour support fall away significantly among muslim voter  anger war iraq appear main reason many say unjustified representative number muslim organisation attend tuesday event among muslim council britain mcb chairman mcbs public affair committee sher khan say war iraq would significant factor affect muslim voting intention think go quite significant number seat could impact khan say  however professor john curtice university strathclyde sceptical much difference tactical voting muslim could make part labour constituency there large muslim community relatively safe one two quite safe professor curtice say  constituency labour risk muslim tactical vote bethnal green east london rochdale lancashire add bethnal green former labour mp george galloway found antiwar party respect stand sit mp oona king 10000vote majority 2001 rochdale liberal democrat  mainstream party 2004 icm survey show benefiting muslim disaffection labour  secure second place 2001 election secure 6000 vote few labour lorna fitzsimons professor curtice say muslim antiwar vote could split liberal democrat respect meaning neither would benefit much ballot box ironically tory might beneficiary labour lose seat generally case say dr tamimi say mabs intention empower tory know next government labour aim send message make difference muslim use vote properly next labour government reduce majority thats great achievement big majority harmful politics country dr tamimi say ,politics
1063,mp murder sentence concern  murder sentence reduce automatically simply guilty plea say new mp report  influential common home affair committee respond sentence guideline issue summer mp also call tougher sentence crime commit influence drink drug say influence drug alcohol introduce aggravate factor judge magistrate sentence offender committee chairman john denham say drug alcohol sometimes use excuse  committee believe argument reject sentencers influence instead aggravate factor present judge sentence murderer mandatory life sentence reduce tariff  minimum term must serve  defendant pleads guilty although spar ordeal trial many murder victim relative unhappy july year amanda champion killer james ford plead guilty murder jail least 15 year  would longer deny charge  amandas uncle lewis champion told bbc news website ford deserve credit plea say nothing worth take five year murder sentence mp criticise home secretary david blunkett last year introduce lastminute rule allow reduce sentence murderer plead guilty  measure pass law virtually unnoticed blunkett introduce late stage criminal justice bill  result say committee government may need relegislate remove ambiguity murderer sentence also call senior judge england wale lord woolf abandon draft guideline propose september reduce sentence murderer plead guilty committee say plan reflect public disquiet express possibility significantly reduce prison term murderer lord woolf sentence guideline council sgc cause controversy suggest one third discount sentence early guilty plea type crime result murderer face 15year tariff could get five year knock give police  denham believe sgc reconsider proposal reflect parliament wish murder treat separate especially grave category offence say want see sentencers advise case murder reduction sentence guilty plea normally grant addition reduction mitigate circumstance spokesman home office defend proposal say make express provision murder tariff criminal justice act parliament sent clear signal expect murder treat differently offence stand provision act cover guilty plea discount potential benefit victim witness avoid trauma trial  shadow home secretary david davis echoed criticism way blunkett introduce murder tariff rule genuine concern potential reduction murder sentence  action sends wrong signal violent criminal completely undermines government claim tough crime say liberal democrat spokesman mark oaten warn mp committee binding judge much might look like political interference danger prescriptive approach whilst every murder awful also different told bbc news ,politics
